Place_Id,Place_Name,Culinary_Ratings,Category,Address,Description,Coordinate,Lat,Long,Gmaps_Address,Image_Address
77,The 18th Restaurant and Lounge,4.5,Western,"Batununggal, Kota Bandung","Restoran ini menawarkan sebuah lounge teras yang mengagumkan sepanjang 100 meter, terletak di lantai 18 Trans Luxury Hotel, Bandung. Menyajikan pengalaman santai di bar dan ruang makan yang elegan, restoran ini memenuhi kebutuhan baik acara intim A La Carte maupun acara kelompok. Dengan pilihan Makanan & Minuman yang canggih, restoran ini dapat memenuhi kebutuhan Anda atau klien Anda, baik untuk keperluan bisnis maupun liburan. Nikmatilah masakan Internasional yang luar biasa, layanan yang sempurna, dan pemandangan kota yang memukau.","{'lat':-6.915860705317548, 'lng':107.63345430338758}",-6.915860705,107.6334543,https://maps.app.goo.gl/GXprNT39db9UeD996,https://lh5.googleusercontent.com/p/AF1QipMDSWg_XguOaBzJNtplLuX_nopxPtewR7SgemKi=w138-h92-k-no
78,Kedai Rimbun Restaurant,4.4,Indonesian,"Sukajadi, Kota Bandung","Nikmatilah pengalaman bersantap di restoran Kedai Rimbun yang menghidangkan aneka hidangan Nusantara yang lezat. Anda dapat menikmati berbagai menu spesial, termasuk beberapa hidangan khas Bandung yang terkenal seperti Nasi Liwet, ayam bakar, gurame goreng, Soto Bandung, dan sebagainya.","{'lat':-6.870671958462812, 'lng':107.58203607420795}",-6.870671958,107.5820361,https://maps.app.goo.gl/QV6bvPcsiC7QLd4u9,https://lh5.googleusercontent.com/p/AF1QipMwx3t20AvB_6sA_8PAL-T312WRP4WlmvXS5fvG=w122-h92-k-no
79,Roemah Legit,4.6,Indonesian,"Sumur Bandung, Kota Bandung","Kelebihan dari restoran ini adalah suasana yang nyaman, yang menjadi nilai tambah bagi pengunjung yang ingin benar-benar menikmati waktu santai bersama teman atau keluarga. Dengan beragam kuliner khas Indonesia, restoran ini menjadi pilihan utama bagi banyak pengunjung yang merindukan cita rasa khas dari berbagai daerah. Mulai dari masakan Padang, Manado, Sumatera, Jakarta, dan daerah lainnya, semua tersedia lengkap di restoran ini!","{'lat':-6.904982326924403, 'lng':107.61575294580115}",-6.904982327,107.6157529,https://maps.app.goo.gl/ZDW9ycWq7wJ6Cavv6,https://lh5.googleusercontent.com/p/AF1QipOXBF2O60oBRZSPwGNfySn_ModZ6j1zmze1g1vL=w122-h92-k-no
80,Pepper Lunch,4.1,Japanese,"Batununggal, Kota Bandung","Restoran ini menawarkan berbagai macam jenis makanan dan minuman, termasuk aneka nasi, ayam bebek, burger, sandwich, dan steak dengan sentuhan cita rasa Jepang, yang cocok dinikmati bersama teman atau sahabat. Tempat makan ini menyajikan berbagai menu masakan yang lezat dan nikmat, sementara harganya tetap terjangkau untuk berbagai kalangan.","{'lat':-6.881969548897625, 'lng':107.59299405747574}",-6.881969549,107.5929941,https://maps.app.goo.gl/8Lte8XeYBbv5W7kB7,https://lh5.googleusercontent.com/p/AF1QipNW2Vn3mNHbTn2JC2Duwzz23zpdVLzPt0zrCVjJ=w92-h92-k-no
81,KARE Curry House,4.4,Japanese,"Andir, Kota Bandung","KARE Curry House adalah restoran Jepang yang menghidangkan makanan khas Jepang dengan fokus pada hidangan kare. Di sini, Anda dapat mencoba Chicken Curry atau Beef Curry disajikan dengan nasi atau udon. Selain hidangan berbasis kare, restoran ini juga menyediakan pilihan makanan non-kare seperti Teriyaki, BBQ, dan Tonkatsu.","{'lat':-6.905819134147613, 'lng':107.59636574463507}",-6.905819134,107.5963657,https://maps.app.goo.gl/jc2kvk1kK5vdXmDSA,https://lh5.googleusercontent.com/p/AF1QipNAF7Zgl01U3x-5dsbLnrBbOp0RAGHuCpzKVtYP=w122-h92-k-no
82,Chingu Cafe,4.4,Korean,"Bandung Wetan, Kota Bandung","Restoran Korea ini menonjol dengan hidangan kelas atas dan ruang makan individu yang bernuansa K-pop, menciptakan pengalaman makan yang unik dan menyenangkan.","{'lat':-6.89619576175592, 'lng':107.61195979774692}",-6.896195762,107.6119598,https://maps.app.goo.gl/XZ6eZ5V3BFMLiw2f9,https://lh5.googleusercontent.com/p/AF1QipOBu1b-UgYVOHVLecODJgZj-q_LXqkcOn08iOYB=w122-h92-k-no
83,Pasar Cisangkuy | Food Market,4.3,Indonesian,"Bandung Wetan, Kota Bandung","Tidak selalu harus menuju ke Dago, Braga, atau Cihampelas, karena ada banyak pilihan tempat makan di Cisangkuy, Bandung. Terletak di pusat kota, Jalan Cisangkuy menghubungkan beberapa destinasi wisata seperti Gedung Sate, Taman Lansia, dan Museum Geologi. Tidak mengherankan jika di sepanjang kanan-kiri jalan terdapat banyak pilihan jajanan ringan hingga rumah makan. Selain itu, di sini juga terdapat Pasar Cisangkuy yang menjadi pusat makanan enak.","{'lat':-6.896614173318232, 'lng':107.63218992070284}",-6.896614173,107.6321899,https://maps.app.goo.gl/F4XGk2hct1pHk7D67,https://lh5.googleusercontent.com/p/AF1QipMJF97rxE3oCFXgLhY1Ey2HU4PIUpwXUCKxaCbH=w122-h92-k-no
84,HDL 293 Seafood,4.3,Seafood,"Bandung Wetan, Kota Bandung",Rumah makan ini merupakan tempat yang nyaman untuk menikmati berbagai hidangan seafood segar dan aneka minuman segar.,"{'lat':-6.888245871882184, 'lng':107.62376070280453}",-6.888245872,107.6237607,https://maps.app.goo.gl/S8p4ryjNJtmPHmZF9,https://lh5.googleusercontent.com/p/AF1QipPns_5nOit5DhJVxgRHDom6NZDeGfx6ahFLmsOE=w163-h92-k-no
85,Cafe D'Pakar,4.5,Indonesian,"Ciburial, Kota Bandung","Di sini, Anda dapat menemukan berbagai pilihan makanan, mulai dari roti bakar, singkong rebus, olahan mi instan, hingga hidangan berat yang siap menemani quality time Anda. Tidak hanya sebagai destinasi kuliner, Cafe yang berlokasi di Jalan Dago Pakar Utara, Sakejorang, Ciburial, Bandung, juga menambahkan sejumlah atraksi wisata lainnya yang dikenal sebagai Lembah Fantasi. Di dalam Lembah Fantasi, pengunjung dapat menemukan wahana yang mirip negeri dongeng, seperti rumah Hobbit dan rumah Hansel Gretel, yang menjadi daya tarik tersendiri.","{'lat':-6.8376145056047255, 'lng':107.65368442634349}",-6.837614506,107.6536844,https://maps.app.goo.gl/1HYTDbMtEFJxEsYp8,https://lh5.googleusercontent.com/p/AF1QipMMpWjO81B4lIjKWUQ6o6gdg2B_4VHV_iZ6ZDRL=w163-h92-k-no
86,Fortunate Coffee Bandung,4.5,Cafe,"Sumur Bandung, Kota Bandung","Cafe vegetarian yang menyajikan kopi arabika segar, the, dan minuman sehat lainnya, serta roti, makanan, dan camilan yang tidak mengandung bahan hewani. Cafe ini berlokasi di Jalan Kebon Sirih No. 21A, Cicendo, Bandung. Cafe ini buka setiap hari dari jam 10:00 sampai 21:00. Beberapa menu yang populer di Cafe ini adalah classic elegant, beancurd spaghetti, dan kwetiau siram. Cafe ini memiliki suasana yang nyaman dan bersih, dengan nuansa lucu dan alat makan yang unik.","{'lat':-6.908329546935115, 'lng':107.59215113568591}",-6.908329547,107.5921511,https://maps.app.goo.gl/UsTY868K5jzHZJ6T9,https://lh5.googleusercontent.com/p/AF1QipOBmlM2XbD2axVysPUggBHZ_eGZjcqNlQGuyEWp=w163-h92-k-no
87,Above and Beyond Paskal Hyper Square,4.5,Western,"Cicendo, Kota Bandung","Di Above and Beyond, Anda akan menemukan berbagai pilihan menu yang mencakup hidangan Asia, Indonesia, Western, dan fusion antara ketiganya. Beberapa pilihan makanan unik yang bisa Anda nikmati termasuk Memphis BBQ Pulled Beef, Scrambled Salmon Croissant, atau pilihan Indonesia seperti tahu cabai garam.","{'lat':-6.906655939890582, 'lng':107.59004383121133}",-6.90665594,107.5900438,https://maps.app.goo.gl/8vtieSJLT6XbCzv77,https://lh5.googleusercontent.com/p/AF1QipNAVatN8j7gc_QGFyBIN0vtr33hvS0lE7zQLg-2=w122-h92-k-no
88,Yogurt Columbia,4.3,Indonesian,"Bandung Wetan, Kota Bandung","Restoran yang menyajikan yogurt buatan sendiri yang lezat dan sehat, serta makanan Indonesia yang enak. Restoran ini berlokasi di Jalan Ir. H. Juanda No. 105, dekat dengan Masjid Salman ITB. Restoran ini buka setiap hari dari jam 07:30 sampai 19:00. Beberapa menu yang populer di restoran ini adalah yogurt lici, yogurt kota, dan lumpia. Restoran ini memiliki suasana yang nyaman dan bersih, dengan nuansa klasik dan alat makan yang unik.","{'lat':-6.8869906139273285, 'lng':107.61280271953673}",-6.886990614,107.6128027,https://maps.app.goo.gl/WXrFwrPAj4C4r8CWA,https://lh5.googleusercontent.com/p/AF1QipNsEdzWoSq-yyqeRU4jxdmZSlWr7KY-RQfb7D1L=w122-h92-k-no
89,Pasadena Steak Bandung,4.5,Steak,"Sukajadi, Kota Bandung","Restoran sederhana ini menyajikan hidangan steak rumahan lengkap dengan kentang goreng, saus, dan variasi pasta.","{'lat':-6.876948430759986, 'lng':107.59383697926557}",-6.876948431,107.593837,https://maps.app.goo.gl/nzpLxDwdkvkf8KGG8,https://lh5.googleusercontent.com/p/AF1QipNyx9nhnBlIYFV4XyeVkgxB-rS07JTDoy_xHpr3=w122-h92-k-no
90,Justus Steak House Braga,4.5,Steak,"Sumur Bandung, Kota Bandung","Restoran ini terkenal dengan hidangan steak berkualitas tinggi. Justus Steak House Braga menyajikan berbagai jenis daging pilihan yang diolah dengan sempurna, menjadikannya tempat yang ideal bagi para pencinta steak.","{'lat':-6.911258345009883, 'lng':107.60479496253335}",-6.911258345,107.604795,https://maps.app.goo.gl/MKvrTAozuXEYSx8k9,https://lh5.googleusercontent.com/p/AF1QipN8YGG4CorZkDFrOIphM7KdCglqJ0fFDbwlccr5=w163-h92-k-no
91,Padang Merdeka Bandung,4.6,Indonesian,"Bandung Wetan, Kota Bandung","Padang Merdeka terletak di Jalan Diponegoro Kel No.7, Citarum, Kecamatan Bandung Wetan, Kota Bandung, Jawa Barat. Restoran ini buka setiap hari mulai pukul 10.00 hingga 22.00. Padang Merdeka mengusung konsep warung Padang dengan menu-menu yang dihidangkan di atas meja.","{'lat':-6.8903379610906255, 'lng':107.61659586759097}",-6.890337961,107.6165959,https://maps.app.goo.gl/fkBaCkcBm4Ahytsv5,https://lh5.googleusercontent.com/p/AF1QipPMcOIZKDe1v-XwJZ4TuEZQbKt-lINJJZHBmmWH=w122-h92-k-no
92,Alam Desa (Sundanese Resto),4.1,Sundanese,"Bandung Kulon, Kota Bandung","Restoran yang menyajikan makanan khas Sunda yang lezat dan terjangkau. Restoran ini berlokasi di Jl. Nana Rohana No.60, Bandung. Restoran ini buka setiap hari dari jam 10:00 sampai 17:00. Beberapa menu yang populer di restoran ini adalah gurame bakar, kangkung pedas, dan pepes jamur. Restoran ini memiliki suasana yang nyaman dan unik, karena menggunakan alas daun dan piring kaleng sebagai alat makan,","{'lat':-6.91418712493778, 'lng':107.57824292615372}",-6.914187125,107.5782429,https://maps.app.goo.gl/qh3Q7Jaf8SuR7yez5,https://lh5.googleusercontent.com/p/AF1QipMAA08K4lghfPC9RAEruxknE7I-btFl0w-ADm4k=w138-h92-k-no
93,Naima Bandung,4.4,Western,"Buahbatu, Kota Bandung","Bandung, yang sering disebut sebagai Paris Van Java, terus menghadirkan tempat-tempat nongkrong dengan konsep yang unik dan menarik. Salah satunya adalah Naima Resto di kawasan Bandung Timur, yang kini menjadi tempat nongkrong yang sedang hits di media sosial. Naima Resto terkenal karena konsepnya yang berbeda dari tempat lainnya. Restoran ini mengusung konsep middle eastern casual dining, memberikan pengalaman seolah-olah berada di Negeri 1001 Malam.","{'lat':-6.937616710169148, 'lng':107.66000633976722}",-6.93761671,107.6600063,https://maps.app.goo.gl/9pFCzrPSMhyXc7TJ6,https://lh5.googleusercontent.com/p/AF1QipNNOwT9qy_s_pWjbYr14wr6Ns6blRilDB9DXnKy=w122-h92-k-no
94,Hongkong Restaurant,4.5,Chinese,"Astanaanyar, Kota Bandung","Restoran yang memiliki ruangan yang luas dan cocok untuk berbagai acara, menawarkan beragam menu hidangan China, termasuk pork hong.","{'lat':-6.916279099486068, 'lng':107.59973743179438}",-6.916279099,107.5997374,https://maps.app.goo.gl/z3wwKvUVjJ2Qx6zF7,https://lh5.googleusercontent.com/p/AF1QipPRHbJIucHceFJTu_FMQGyP9ts6HG0F5CpVg1XD=w122-h92-k-no
95,Ambrogio Patisserie,4.6,Cafe,"Bandung Wetan, Kota Bandung","Desain Cafe yang instagramable dan estetik dapat menciptakan suasana yang membuat kita betah berlama-lama. Saat memasuki ruangan cafe, kita akan disambut oleh display case patisserie yang menarik dan dihiasi dengan wangi butter yang menggugah selera. Beberapa pilihan menu yang bisa dicoba meliputi soto Betawi, iga garang asam, thai beef salad, thai beef rice, teh earl grey lavender, dan kopi es gula malaka.","{'lat':-6.902053489988893, 'lng':107.66632825319095}",-6.90205349,107.6663283,https://maps.app.goo.gl/2XtnnNcFmJJH3Big6,https://lh5.googleusercontent.com/p/AF1QipPF0UYQk3qn79zpXy_T1Fr6rVOdi5TAXCqoq04B=w92-h92-k-no
96,Hachi Grill Sutami Bandung,4.8,Korean,"Sukasari, Kota Bandung","Restoran BBQ Jepang yang santai menyajikan daging halal, serta dilengkapi dengan meja pemanggang dan area teras.","{'lat':-6.865232282121466, 'lng':107.58709360494692}",-6.865232282,107.5870936,https://maps.app.goo.gl/1UXgA3JVA46aEytj8,https://lh5.googleusercontent.com/p/AF1QipMsCwgKzVMQZiTQBE0qyU0i4ED3Bxc47IEC76uc=w122-h92-k-no
97,Shu Guo Yin Xiang Bandung,4.6,Chinese,"Coblong, Kota Bandung","Restoran modern dengan desain kontemporer yang menyajikan berbagai hidangan, termasuk sup, hot pot, dan hidangan tahu khas.","{'lat':-6.87904056976898, 'lng':107.61364564132657}",-6.87904057,107.6136456,https://maps.app.goo.gl/HXfE2Lv1v7fFyxhs8,https://lh5.googleusercontent.com/p/AF1QipM2CNaNduzgyNcTrKC5M3NIyY3Zgkmpifx-FenK=w122-h92-k-no
98,Kampung Muara Sunda Bandung,4.4,Sundanese,"Sumur Bandung, Kota Bandung","Restoran yang menyajikan makanan khas Sunda yang lezat dan terjangkau. Restoran ini berlokasi di Jl. Sumbawa No. 14, Riau, Bandung. Restoran ini buka setiap hari dari jam 10:00 sampai 21:00. Beberapa menu yang populer di restoran ini adalah gurame bakar, kangkung pedas, dan pepes jamur. Restoran ini memiliki suasana yang nyaman dan unik, karena menggunakan alas daun dan piring kaleng sebagai alat makan.","{'lat':-6.908329546935115, 'lng':107.61617440669605}",-6.908329547,107.6161744,https://maps.app.goo.gl/JchJAYUNFQebuPgd6,https://lh5.googleusercontent.com/p/AF1QipM59n3gimThhH6MdD_Rr1XF-_lH23nNFdGj942f=w323-h92-k-no
99,KFC Riau Bandung,4.5,Indonesian,"Bandung Wetan, Kota Bandung","Franchise restoran yang terkenal dengan ember ayam goreng, hidangan kombo, dan hidangan sampingan bisa jadi adalah KFC (Kentucky Fried Chicken). KFC dikenal sebagai restoran cepat saji yang mengkhususkan diri dalam hidangan ayam goreng dengan resep rempah khas mereka.","{'lat':-6.893266870473548, 'lng':107.62165339832995}",-6.89326687,107.6216534,https://maps.app.goo.gl/YVihuzw5kpHDgM3f9,https://lh5.googleusercontent.com/p/AF1QipMBufs3USv9GEgKqS4ttxZ-nkzMPnqOj-wAfCw8=w163-h92-k-no
100,Korean House Bandung,4.7,Korean,"Sukajadi, Kota Bandung","Korean House mempertahankan ciri khas tradisional Korea dengan menonjolkan jendela kayu berukuran besar di beberapa sudut ruangan. Beberapa menu yang menjadi signature di Korean House termasuk bulgogi (sirloin bakar), galbi (iga bakar), Dak Thwi Gim (ayam goreng madu), Jap Chae (bihun goreng khas Korea), Sam Gye Thang (sup ayam ginseng), Mul Neng Myon (bihun dingin), dan berbagai hidangan lainnya yang mencerminkan kekayaan kuliner Korea.","{'lat':-6.874019420669278, 'lng':107.59720866642489}",-6.874019421,107.5972087,https://maps.app.goo.gl/qUf76MbWe3zcMNLE7,https://lh5.googleusercontent.com/p/AF1QipNtvNiLMZyBN8Y1KACZdf9q4UuY-s6bNb5_pTzk=w163-h92-k-no
101,Balista Sushi & Tea Bandung - Jalan Ambon,4.2,Japanese,"Bandung Wetan, Kota Bandung","Balista Signature adalah Cafe yang menghidangkan ramen dan sushi, dengan menu dessert yang sangat diminati, yaitu dessert batox manis. Dessert ini disajikan dalam bentuk batok kelapa muda dan tersedia dalam 4 pilihan es krim, yaitu coklat, stroberi, green tea, dan vanila, dengan 42 pilihan topping yang berbeda.","{'lat':-6.897032584510964, 'lng':107.61659586759097}",-6.897032585,107.6165959,https://maps.app.goo.gl/5Y55YVb1JkhdZ5jd7,https://lh5.googleusercontent.com/p/AF1QipNYLVoYh5UsnzksE0-5JJ3upmugp0Y7SfPMvqGN=w163-h92-k-no
102,The Kiosk Setiabudhi,4.2,Indonesian,"Cidadap, Kota Bandung","Restoran ini menawarkan berbagai macam menu makanan dan minuman khas Bandung, dihadirkan dalam konsep taman kota yang bersuasana sejuk.","{'lat':-6.872764125104148, 'lng':107.60310911895371}",-6.872764125,107.6031091,https://maps.app.goo.gl/3o53DWd6aGzrNMBX9,https://lh5.googleusercontent.com/p/AF1QipMcFXXCBoU1E38eTBcPMHsxWfs5RnYI86MNuGEY=w154-h92-k-no
103,Rumah Miring,4.4,Indonesian,"Lembang, Kabupaten Bandung Barat","Rumah Miring adalah salah satu tempat makan yang populer karena menawarkan pemandangan alam yang indah dan udara yang sejuk. Pengunjung dapat menikmati pemandangan sawah yang masih hijau dan asri di sekitarnya. Banyak orang yang betah berlama-lama menikmati suasana di tempat makan ini. Rumah Miring memiliki berbagai variasi makanan yang dapat dicoba, mulai dari menu Asia hingga masakan Barat.","{'lat':-6.834685253744788, 'lng':107.631346998913}",-6.834685254,107.631347,https://maps.app.goo.gl/v5QeFEFqmsP1NXni8,https://lh5.googleusercontent.com/p/AF1QipPzKoPBCC1w-MC0t8Rkf5sycUwVchq7T-b_FTFK=w163-h92-k-no
104,Goldstar 360,4.3,Indonesian,"Sukajadi, Kota Bandung","Restoran ini menyajikan beragam hidangan mulai dari ala Barat, Asia, Nusantara, hingga Santorini. Steak dan sop iga menjadi favorit yang banyak dipesan oleh pelanggan. Namun, bagi yang ingin mencoba rasa baru, disarankan untuk mencicipi salah satu menu ala Santorini yang dapat memanjakan lidah. Selain itu, pilihan minuman cukup beragam, mulai dari kopi dengan berbagai varian, aneka minuman cokelat, hingga mocktail.","{'lat':-6.874856282537459, 'lng':107.58161461331304}",-6.874856283,107.5816146,https://maps.app.goo.gl/Gpo4BmES3xML16Q96,https://lh5.googleusercontent.com/p/AF1QipNkcdCJCtWNLtGck491TqdubmDuoeqZ5490csbK=w163-h92-k-no
105,Giggle Box Ciwalk - Bandung,4.2,Cafe,"Coblong, Kota Bandung","Cafe yang menyajikan berbagai menu Cafe, seperti kopi, the, minuman, roti, makanan, dan camilan. Cafe ini berlokasi di Cihampelas Walk, Lantai Lower Ground, Broadway Street, Jl. Cihampelas No. 160, Cihampelas, Bandung. Cafe ini buka setiap hari dari jam 10:00 sampai 20:30. Beberapa menu yang populer di Cafe ini adalah chicken cordon bleu, chicken schnitzel, ice americano, dan milky cotton candy.","{'lat':-6.884898509954816, 'lng':107.60985249327234}",-6.88489851,107.6098525,https://maps.app.goo.gl/8uCmbrdqm1NkA8BR6,https://lh5.googleusercontent.com/p/AF1QipNqB1--Hq5TaWeZb-irI725Z93ZPtZVanELQBvn=w163-h92-k-no
106,A&W Restoran - Bandung Indah Plaza,4.1,Cafe,"Bandung Wetan, Kota Bandung","A&W Restoran adalah salah satu restoran siap saji yang legendaris di Indonesia, sejajar dengan KFC dan McDonald's. Keistimewaan rempah dan kerenyahannya pada ayam A&W memberikan pengalaman unik, terlebih lagi dengan kehadiran menu khas seperti burger dan curly fries. Selain hidangan utama, waffle dan es krim di sini juga terkenal lezat, menciptakan rasa kangen yang menyenangkan.","{'lat':-6.8987062255856895, 'lng':107.61280271953673}",-6.898706226,107.6128027,https://maps.app.goo.gl/CZod9uPzZtXJG8iz8,https://lh5.googleusercontent.com/p/AF1QipPYVxRnW6qXXGPmMHBBESo3udvRAP9iPOeDb0k=w163-h92-k-no
107,"Sejiwa Coffee, Progo",4.4,Cafe,"Bandung Wetan, Kota Bandung","Tempat nongkrong bersuasana nyaman dan casual, menyajikan kopi, teh, dan aneka dessert dan snack.","{'lat':-6.897032584510964, 'lng':107.6203890156452}",-6.897032585,107.620389,https://maps.app.goo.gl/adonjuF23BmhbxhJ6,https://lh5.googleusercontent.com/p/AF1QipNbdZlWZ880xwO7fkEOlpIz5Pbtgo3dhOk86vRl=w122-h92-k-no
108,Sin Sin Chinese Food Restaurant,4.5,Chinese,"Andir, Kota Bandung",Tempat makanan khas Chinese food,"{'lat':-6.907074342206919, 'lng':107.59467990105539}",-6.907074342,107.5946799,https://maps.app.goo.gl/NYBLLhw6tpSQfbCr7,https://lh5.googleusercontent.com/p/AF1QipPP71nVMNCk2Bj-RSqeXYil2_rVlvbgkoaxHyBb=w80-h106-k-no
109,Giggle Box - Braga City Walk Bandung,4.4,Indonesian,"Sumur Bandung, Kota Bandung","Menu di sini mencakup hidangan Western, Asia, dan Indonesian Food, baik itu untuk aneka snack, main course, dessert, maupun beragam minuman. Harga yang ditawarkan juga cukup ramah di kantong. Menurut ulasan pengunjung, selain menu yang beragam, tempat ini juga sangat cocok untuk bersantai sambil berburu foto dengan latar interior yang sangat instagramable.","{'lat':-6.909166348236324, 'lng':107.60943103237742}",-6.909166348,107.609431,https://maps.app.goo.gl/fUWGz9P5heitnDbU7,https://lh5.googleusercontent.com/p/AF1QipOikgEA1VmWdTiCbH-U-PK_GWkeCOXlWytpqNVH=w122-h92-k-no
110,Saung Galih,4.2,Sundanese,"Ngamprah, Kabupaten Bandung Barat","Saung Galih adalah Sundanese restaurant yang terletak di Jalan Raya Pasirkihiang No.67, Desa Merkarsari, yang menawarkan pengalaman kuliner yang menyenangkan. Dengan rating 4.2, tempat ini telah menjadi favorit di kalangan penduduk lokal dan pengunjung. Nikmati diri Anda dalam cita rasa masakan Sunda yang kaya sambil menikmati suasana tenang.","{'lat': -6.831518553971285, 'lng': 107.50510609579862",-6.831518554,107.5051061,https://maps.app.goo.gl/8RtzKgv2s4hksw5s6,https://lh5.googleusercontent.com/p/AF1QipMM9knKeb_cwww5LBYesMiTPVf1YXMlkjn2SvAs=w408-h725-k-no
111,Rumah Makan Saung T&T,4.3,Indonesian,"Cisarua, Kabupaten Bandung Barat","Untuk pengalaman bersantap yang ramah keluarga, tidak perlu mencari tempat lain selain Rumah Makan Saung T&T. Berlokasi di Jalan Ciloa No.km. 3, restoran ini memiliki rating 4.3 yang patut dipuji. Lokasinya yang strategis, dan suasananya yang ramah menjadikannya tempat yang ideal bagi keluarga untuk berkumpul dan menikmati berbagai hidangan lezat.","{'lat': -6.824019020079131, 'lng': 107.51986897478876}",-6.82401902,107.519869,https://maps.app.goo.gl/D9nppJCekvo9T24JA,https://lh5.googleusercontent.com/p/AF1QipNGYDppezsd3nZrIMaxfgTt3O7iCHWxh2otAuWf=w408-h544-k-no
112,Lisung Gunung Resto,4.6,Sundanese,"Parongpong, Kabupaten Bandung Barat","Lisung Gunung Resto, yang terletak di Jalan Kolonel Masturi No.171, merupakan restoran terkemuka dengan rating 4.6 yang luar biasa. Menawarkan menu yang khas masakan sunda. Lisung Gunung Resto di Jawa Barat menyediakan suasana yang mengundang bagi para pengunjung untuk menikmati makanan mereka.","{'lat': -6.802773016548853, 'lng': 107.59440094117126}",-6.802773017,107.5944009,https://maps.app.goo.gl/sN8UjdR3VSwucQwh9,https://lh5.googleusercontent.com/p/AF1QipP1gE43ChPCtsBk-Uwp6WoM6sdLLJwIZ6p-2nDo=w408-h509-k-no
113,RM. Kiambang Raya,4.5,Indonesian,"Ngamprah, Kabupaten Bandung Barat","Manjakan diri Anda dengan sajian masakan Padang yang kaya rasa di RM. Kiambang Raya. Dengan rating 4,5, restoran yang terletak di Jalan Raya Cimareme No.256, telah mendapatkan reputasi positif di kalangan penggemar makanan. Menu yang beragam dan suasana yang mengundang membuat RM. Kiambang Raya menjadi tujuan utama bagi mereka yang mendambakan cita rasa Padang yang otentik.","{'lat': -6.8637008217414195, 'lng': 107.50483933640129}",-6.863700822,107.5048393,https://maps.app.goo.gl/5oCuAMZcx7XGeMYH6,https://lh5.googleusercontent.com/p/AF1QipN__eLKJVFeDkvaWGcuxa9Xv3Tga4aNcrowXa0=w408-h544-k-no
114,Purbasari Makan Di Tepi Danau,4.3,Sundanese,"Cisarua, Kabupaten Bandung Barat","Purbasari menawarkan pengalaman bersantap yang fantastis dengan pemandangan yang indah, tempat yang luas, dan staf yang penuh perhatian. Masakan Sunda, khususnya Gurame Abon Telur dan Udang Bakar, membuat pengulas terkesan dengan porsi yang memuaskan dan cita rasa yang patut dipuji. Meskipun harganya cukup terjangkau, kualitas restoran ini melampaui beberapa alternatif dengan harga yang lebih tinggi di daerah wisata lainnya. Secara keseluruhan, Purbasari direkomendasikan karena suasananya yang menyenangkan, hidangannya yang lezat, dan harganya yang terjangkau.","{'lat': -6.773087709679079, 'lng': 107.58016192969457}",-6.77308771,107.5801619,https://maps.app.goo.gl/RgiGxm4k5kcxUY7F9,https://lh5.googleusercontent.com/p/AF1QipM0QHMQBmD3Jujjgn5k1yetWUyXZNmJbr52Plp8=w408-h306-k-no
115,Saung Bbc,4,Sundanese,"Cisarua, Kabupaten Bandung Barat","Saung BBC adalah sebuah restoran khas Sunda yang terletak di Gantungan Purabaya. Tempat makan ini menjanjikan cita rasa masakan Sunda di daerah tertentu. Alamatnya yang terletak di lingkungan yang indah di Pasirhalang, menunjukkan bahwa Saung BBC menawarkan pengalaman kuliner yang otentik di Jawa Barat.","{'lat': -6.810588186684965, 'lng': 107.52797686907826}",-6.810588187,107.5279769,https://maps.app.goo.gl/3o7ERovkjq9goqnC6,https://lh5.googleusercontent.com/p/AF1QipPnxqaw_NP8ekOgglAB2vH9CjPSEqxVXHrXtx8a=w408-h544-k-no
116,Rumah Makan Alam Endah,4.2,Indonesian,"Cempakamekar, Kabupaten Bandung Barat","Rumah Makan Alam Endah, dengan rating 4.2, adalah restoran Ikan Bakar yang terletak di Jalan Raya Purwakarta No. 470, Padalarang. Restoran ini menjanjikan pengalaman bersantap yang menyenangkan, dengan spesialisasi ikan bakar.","{'lat': -6.8090051578297395, 'lng': 107.46199732290974}",-6.809005158,107.4619973,https://maps.app.goo.gl/PttyspieZneiXceX6,https://lh5.googleusercontent.com/p/AF1QipP-wNtTXyLzAOsVwh-OLcwacdJHEBZXWAI9AAdY=w408-h306-k-no
117,Saung Apung De Lempung Kuring,4.2,Indonesian,"Batujajar, Kabupaten Bandung Barat","Saung Apung De Lempung Kuring, yang memiliki rating 4,2, adalah restoran Ikan Bakar terkenal lainnya yang terletak di Jalan Pangauban, Pangauban, Kec. Batujajar, Kabupaten Bandung Barat. Terletak di tengah-tengah lingkungan Batujajar yang indah, restoran ini menawarkan suasana yang indah untuk melengkapi sajian ikan bakarnya.","{'lat': -6.87808164827596, 'lng': 107.44420611387838}",-6.878081648,107.4442061,https://maps.app.goo.gl/mHSe4xnjmUvcbbGc6,https://lh5.googleusercontent.com/p/AF1QipOPuEpX4lWCSRId0qOmPbjvIvw1QZM9Dqvl0A-K=w408-h306-k-no
